carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
90,2,147,93,1614,32.0,1815,Gaiman,0.0,10,2612,499,2075,6.4,11.0,5.9,2013-10-10
471,5,127,96,2492,42.3,2519,Gaiman,0.0,19,1786,334,1619,-1.0,10.5,3.9,2013-10-11
714,4,137,158,1219,54.5,2847,Gaiman,0.0,35,2778,496,1560,1.5,11.3,3.5,2013-10-12
535,1,94,158,1952,43.3,1404,Gaiman,0.0,3,1775,439,2883,10.6,13.4,8.9,2013-10-13
640,4,113,148,2618,41.9,1734,Gaiman,0.0,2,2608,349,1722,10.1,13.6,7.0,2013-10-14
483,5,98,99,1489,43.5,1533,Gaiman,0.0,50,1161,430,2598,11.4,16.5,6.3,2013-10-15
539,4,180,164,1781,44.5,1958,Gaiman,0.0,47,1887,361,2054,3.9,12.5,2.8,2013-10-16
47,4,125,142,1370,38.2,1171,Gaiman,0.0,19,2129,369,2615,2.9,13.7,4.2,2013-10-17
512,5,122,110,2191,49.8,1995,Gaiman,0.0,37,2470,296,1030,5.0,14.1,5.3,2013-10-18
103,2,174,156,1715,45.0,2137,Gaiman,0.0,43,2387,211,1627,8.6,12.9,6.4,2013-10-19
702,4,94,137,2253,28.0,2145,Gaiman,0.0,31,1479,236,1020,2.3,7.8,5.1,2013-10-20
770,5,166,106,1941,43.2,2860,Gaiman,0.0,23,1242,359,2310,4.9,8.7,6.6,2013-10-21
825,4,144,164,2365,49.6,1903,Gaiman,0.0,16,1699,275,2592,3.8,9.7,4.3,2013-10-22
404,2,150,154,1489,50.0,2263,Gaiman,0.0,36,1942,470,2794,-0.8,9.9,4.3,2013-10-23
36,3,110,104,2566,52.3,2230,Gaiman,0.0,13,1497,371,2617,0.8,11.0,2.7,2013-10-24
172,5,123,176,2850,53.1,1881,Gaiman,0.0,6,2587,316,1777,0.0,10.6,4.0,2013-10-25
13,5,126,111,1186,39.8,1180,Gaiman,0.0,36,1474,489,2211,9.1,12.6,6.4,2013-10-26
86,2,119,101,2007,33.4,1829,Gaiman,0.0,18,2696,417,1503,2.0,13.2,5.6,2013-10-27
121,4,120,164,2713,49.9,2507,Gaiman,0.0,18,1554,432,2402,3.0,11.9,1.1,2013-10-28
594,5,176,94,1501,49.5,2249,Gaiman,0.0,5,1130,368,1052,3.7,12.8,1.8,2013-10-29
118,5,109,93,2557,50.3,1097,Gaiman,0.0,5,2584,272,1453,8.4,14.3,2.7,2013-10-30
720,3,120,173,1505,53.6,2072,Gaiman,0.0,38,1360,468,2330,9.8,14.2,3.1,2013-10-31
567,4,115,142,1284,50.3,1651,Gaiman,0.0,33,2458,417,1711,5.4,12.9,4.0,2013-11-01
642,4,133,177,2351,36.8,2577,Gaiman,0.0,7,1497,302,2603,9.6,14.9,5.5,2013-11-02
179,4,175,158,2071,50.3,1737,Gaiman,0.0,35,2010,342,2144,4.7,10.2,1.3,2013-11-03
594,2,155,178,2220,51.9,1517,Gaiman,0.0,19,1522,230,1436,0.9,13.1,2.6,2013-11-04
941,1,157,155,1835,54.5,2117,Gaiman,0.0,3,2774,244,1037,6.3,15.5,2.4,2013-11-05
154,5,144,118,1533,53.6,1932,Gaiman,0.0,30,1879,286,1801,7.9,13.4,3.1,2013-11-06
190,4,127,178,1244,39.2,2051,Gaiman,0.0,42,2730,302,2448,7.2,12.6,5.7,2013-11-07
597,2,169,138,1037,42.3,1986,Gaiman,0.0,24,2581,440,1351,2.6,8.8,2.4,2013-11-08
293,4,110,148,1140,43.0,2196,Gaiman,0.0,43,2481,287,1292,-0.7,10.4,3.0,2013-11-09
91,2,92,104,2550,40.8,2913,Gaiman,0.0,34,1036,228,2960,9.4,13.8,8.2,2013-11-10
961,1,161,97,1268,54.7,2971,Gaiman,0.4,44,1388,412,1629,5.1,8.8,5.9,2013-11-11
465,1,118,180,1823,42.3,2762,Gaiman,0.0,41,1564,402,2298,3.7,8.3,4.9,2013-11-12
971,3,124,138,2736,70.2,1030,Gaiman,2.2,21,2254,469,2769,2.9,8.3,0.9,2013-11-13
968,3,100,121,1811,63.5,1633,Gaiman,1.2,29,1478,415,2529,5.8,12.2,3.9,2013-11-14
667,1,123,92,1863,45.0,2845,Gaiman,0.0,14,2274,388,1275,10.0,13.3,8.4,2013-11-15
195,2,160,173,2335,46.3,2360,Gaiman,0.0,18,2290,280,2526,9.2,14.2,7.5,2013-11-16
599,2,168,110,1088,53.2,1599,Gaiman,0.4,42,2488,233,1536,8.8,12.5,5.8,2013-11-17
67,5,100,154,1861,42.4,1841,Gaiman,0.0,18,2962,461,1446,7.8,11.4,7.4,2013-11-18
770,5,158,123,2267,45.2,2213,Gaiman,0.0,37,2955,411,1227,9.2,12.4,7.7,2013-11-19
552,3,174,95,2724,42.6,1102,Gaiman,0.0,15,1738,229,1322,11.5,16.0,7.2,2013-11-20
772,3,119,93,1692,57.9,1658,Gaiman,0.0,16,2693,310,2857,7.7,14.0,2.9,2013-11-21
298,1,166,123,2758,47.6,1756,Gaiman,0.0,34,1346,379,1510,9.8,15.4,4.3,2013-11-22
566,5,164,122,1414,53.6,2621,Gaiman,0.0,31,1120,494,1818,7.1,12.5,4.3,2013-11-23
850,5,120,115,2176,37.3,2014,Gaiman,0.0,13,1500,280,1455,3.9,9.1,3.6,2013-11-24
578,4,180,127,2687,46.5,1541,Gaiman,0.0,7,1683,473,2007,1.1,11.2,4.2,2013-11-25
358,1,126,119,1176,49.0,2522,Gaiman,0.0,23,2919,429,1452,2.0,13.4,3.4,2013-11-26
893,5,134,157,2232,47.3,2062,Gaiman,0.0,25,1521,247,2117,10.9,13.4,8.8,2013-11-27
868,5,138,110,1518,43.9,1790,Gaiman,0.0,44,2967,276,1013,11.3,14.8,8.1,2013-11-28
414,2,126,150,1637,54.0,2018,Gaiman,0.0,13,1645,208,1693,11.2,13.9,5.6,2013-11-29
715,1,160,175,1754,49.5,1701,Gaiman,0.0,5,2384,397,2916,10.2,16.8,6.0,2013-11-30
963,1,101,136,1972,49.8,1912,Gaiman,0.0,3,2104,273,2120,10.1,14.9,5.4,2013-12-01
92,1,117,157,2742,41.9,1470,Gaiman,0.0,48,2108,371,1440,4.8,9.7,7.2,2013-12-02
762,3,122,114,1121,42.1,1768,Gaiman,0.0,18,1843,278,2356,8.9,14.1,7.9,2013-12-03
877,4,121,134,2553,34.4,2646,Gaiman,0.0,22,1288,336,1885,10.8,15.7,6.4,2013-12-04
425,4,144,153,1355,44.4,2124,Gaiman,0.0,6,2481,448,2712,5.5,15.0,3.4,2013-12-05
590,1,113,136,2215,43.3,1523,Gaiman,0.0,16,1573,319,2129,8.6,16.9,5.5,2013-12-06
952,2,148,164,1163,41.1,1172,Gaiman,0.0,7,1658,270,1099,10.9,16.2,5.6,2013-12-07
154,3,101,148,2811,51.1,2951,Gaiman,0.0,49,2743,370,2736,12.7,16.6,3.4,2013-12-08
716,5,141,121,2433,47.0,1551,Gaiman,0.0,7,2055,456,1434,9.6,16.8,5.1,2013-12-09
401,2,136,99,2763,46.3,2812,Gaiman,0.0,42,2414,424,2903,13.2,17.6,6.3,2013-12-10
927,1,148,92,2658,41.2,2513,Gaiman,0.0,25,2540,272,2867,12.2,17.1,5.5,2013-12-11
275,1,166,117,2241,40.0,1689,Gaiman,0.0,50,2493,492,2081,12.2,17.0,5.1,2013-12-12
669,3,98,165,2193,43.5,1257,Gaiman,0.0,20,1584,373,1096,8.4,13.6,7.1,2013-12-13
150,4,112,143,1199,53.7,1973,Gaiman,0.0,28,1286,273,2142,12.8,17.0,9.7,2013-12-14
434,3,131,167,1567,39.2,2631,Gaiman,0.0,27,1555,232,2125,16.0,19.5,10.0,2013-12-15
865,1,178,160,2893,51.0,1449,Gaiman,0.0,24,1386,411,2812,14.7,18.7,6.2,2013-12-16
728,4,168,158,1481,35.5,2218,Gaiman,0.0,12,2353,411,2441,13.9,17.8,6.1,2013-12-17
519,3,98,116,2353,49.0,2417,Gaiman,0.0,46,2139,295,1050,9.4,16.0,2.8,2013-12-18
469,4,166,178,2282,54.4,2283,Gaiman,0.0,18,1281,423,1703,7.3,16.6,1.7,2013-12-19
325,4,157,96,2922,36.2,1190,Gaiman,0.0,15,1369,203,2184,12.7,17.3,6.5,2013-12-20
59,2,142,134,1800,39.5,1895,Gaiman,0.0,19,2235,365,2175,9.1,15.8,5.6,2013-12-21
746,5,135,122,1363,43.0,1674,Gaiman,0.0,16,2190,339,1075,7.0,16.2,4.3,2013-12-22
455,3,121,159,2938,40.3,2283,Gaiman,0.0,15,2447,307,2863,12.6,17.3,5.6,2013-12-23
671,3,158,130,1654,38.2,1259,Gaiman,0.0,1,1813,328,1929,2.0,13.9,4.5,2013-12-24
807,1,101,104,2186,29.8,1667,Gaiman,0.0,45,1791,259,1147,11.7,15.3,8.3,2013-12-25
506,2,164,96,2394,38.9,1616,Gaiman,0.0,20,1803,458,1482,10.8,14.7,9.3,2013-12-26
340,1,151,106,2005,43.0,1515,Gaiman,0.0,49,1679,479,2734,12.0,16.2,9.1,2013-12-27
932,4,99,141,1604,44.7,2174,Gaiman,0.0,48,2562,359,2730,12.6,18.1,7.0,2013-12-28
389,2,144,153,2437,43.4,1348,Gaiman,0.0,49,2803,298,2957,11.3,15.9,5.2,2013-12-29
355,5,142,98,2932,49.8,2117,Gaiman,0.0,7,1777,243,1735,9.7,14.2,5.6,2013-12-30
462,3,157,94,2079,52.0,1439,Gaiman,0.0,29,2201,296,1018,7.5,13.3,4.3,2013-12-31
586,1,150,165,2933,42.2,1717,Gaiman,0.0,11,1504,449,2588,7.2,11.7,4.5,2014-01-01
972,3,120,124,2400,36.6,2354,Gaiman,0.0,36,2214,441,2079,6.3,11.0,3.6,2014-01-02
493,3,168,92,1062,46.2,2691,Gaiman,0.0,6,1458,405,1098,3.4,12.0,5.8,2014-01-03
113,5,116,138,1446,43.1,2638,Gaiman,0.0,20,1311,443,2145,11.4,15.4,6.2,2014-01-04
666,3,142,141,2327,46.8,2917,Gaiman,0.0,25,2702,416,1298,10.9,15.6,5.3,2014-01-05
774,5,176,117,2123,34.7,1727,Gaiman,0.0,7,1668,400,2302,11.2,15.8,9.0,2014-01-06
345,3,106,107,1427,37.1,1572,Gaiman,0.0,37,2900,279,2118,11.0,15.2,7.6,2014-01-07
219,5,105,125,2721,47.5,1223,Gaiman,0.0,32,2296,210,1445,11.0,15.8,7.1,2014-01-08
33,2,122,160,2643,46.9,2899,Gaiman,0.0,35,2689,323,2802,5.9,12.5,3.9,2014-01-09
410,4,159,170,1737,42.6,1073,Gaiman,0.0,35,1455,499,1047,10.0,14.2,5.5,2014-01-10
86,3,111,112,1193,44.4,2843,Gaiman,0.0,28,2310,243,2252,8.6,17.6,4.1,2014-01-11
558,2,146,142,1007,48.0,2965,Gaiman,0.0,28,2004,459,1473,8.8,18.9,3.3,2014-01-12
201,2,164,152,2975,45.9,1271,Gaiman,0.0,12,2818,487,2780,15.5,20.4,5.5,2014-01-13
249,2,117,149,1527,40.2,2470,Gaiman,0.0,26,2543,385,1974,14.6,19.0,6.4,2014-01-14
506,4,126,175,2922,43.6,1758,Gaiman,0.0,37,2413,300,2743,12.1,17.4,6.2,2014-01-15
456,3,92,128,1589,56.4,2872,Gaiman,0.0,35,2897,244,2864,14.7,19.2,4.7,2014-01-16
584,2,124,150,2084,57.0,1242,Gaiman,0.0,17,2748,283,1670,11.3,18.8,4.0,2014-01-17
392,2,164,109,2973,33.6,1991,Gaiman,0.0,42,1026,215,1606,12.9,17.7,5.1,2014-01-18
678,5,125,106,1956,35.9,1954,Gaiman,0.0,41,1739,313,1678,5.7,17.9,5.2,2014-01-19
242,3,112,110,1641,41.8,1495,Gaiman,0.0,48,2757,432,2222,11.7,16.2,4.9,2014-01-20
216,3,100,180,1084,41.5,1834,Gaiman,0.0,39,2965,241,2488,8.1,13.6,5.5,2014-01-21
413,1,92,119,1691,51.4,2186,Gaiman,0.0,1,1747,243,1821,2.2,9.7,4.0,2014-01-22
599,1,110,151,1140,55.5,1093,Gaiman,0.4,31,2724,203,2290,2.8,9.0,3.0,2014-01-23
986,1,105,119,1470,55.6,2386,Gaiman,1.0,8,1596,202,1054,-0.5,11.5,5.2,2014-01-24
338,3,159,95,1875,50.0,1513,Gaiman,0.0,11,2624,305,2307,11.6,15.1,6.8,2014-01-25
378,1,93,159,1724,39.4,2876,Gaiman,0.0,32,1400,339,1030,13.0,17.7,8.6,2014-01-26
496,5,103,93,1493,32.5,2045,Gaiman,0.0,18,2842,393,2781,11.8,15.3,6.8,2014-01-27
658,3,93,157,2794,44.0,2111,Gaiman,0.0,3,1005,461,2981,6.3,13.9,4.3,2014-01-28
112,3,135,91,1228,58.3,1029,Gaiman,1.4,15,1891,383,2420,13.3,17.6,4.5,2014-01-29
724,3,164,122,1872,42.2,2475,Gaiman,0.0,49,2385,250,1461,8.6,14.2,4.9,2014-01-30
176,2,142,119,2767,44.9,1387,Gaiman,0.0,50,1626,333,1035,9.9,13.5,5.9,2014-01-31
531,1,148,113,2725,49.6,1098,Gaiman,0.0,29,1939,241,2831,10.3,14.2,5.5,2014-02-01
884,5,178,126,2046,43.5,2000,Gaiman,0.0,48,1559,445,1486,8.4,12.7,5.1,2014-02-02
157,5,142,130,1351,48.9,2227,Gaiman,0.0,5,2282,298,2019,10.3,13.6,3.9,2014-02-03
570,5,105,121,1455,57.0,1365,Gaiman,0.0,50,1820,476,2572,9.6,13.3,3.4,2014-02-04
979,1,154,127,1571,44.1,2619,Gaiman,0.0,46,1457,309,1062,8.6,11.8,5.5,2014-02-05
56,4,113,97,2061,50.8,2396,Gaiman,0.0,8,2087,301,1317,10.3,15.0,4.9,2014-02-06
448,4,114,98,1011,44.3,1563,Gaiman,0.0,16,2628,375,1632,12.2,15.6,6.3,2014-02-07
590,3,139,149,2429,51.7,2974,Gaiman,0.0,42,1705,368,1972,8.7,14.4,5.9,2014-02-08
746,1,153,139,2706,51.4,2676,Gaiman,0.0,31,2472,203,2027,12.3,16.2,7.5,2014-02-09
650,1,111,176,2300,57.6,1465,Gaiman,0.0,49,2172,391,1243,12.1,16.8,4.3,2014-02-10
536,2,101,133,1212,37.2,1857,Gaiman,0.0,44,1245,351,1770,11.5,15.7,4.8,2014-02-11
749,5,156,123,2892,46.8,1299,Gaiman,0.0,43,2170,461,2395,8.8,14.7,2.9,2014-02-12
145,2,121,125,2939,65.8,2531,Gaiman,0.0,49,1721,401,2904,3.7,13.5,0.6,2014-02-13
645,4,163,180,2340,51.5,2666,Gaiman,0.0,41,2371,406,1081,8.1,16.4,0.7,2014-02-14
677,5,156,178,1694,55.2,1428,Gaiman,0.0,47,2206,429,2621,7.5,17.1,1.3,2014-02-15
585,3,98,163,2447,52.1,1448,Gaiman,0.0,24,2751,207,1660,7.2,18.6,2.0,2014-02-16
209,3,175,157,1381,55.1,1817,Gaiman,0.0,1,2233,286,1704,8.8,18.5,2.6,2014-02-17
58,1,146,102,1431,42.0,1207,Gaiman,0.0,9,1008,370,1867,11.2,16.6,5.0,2014-02-18
677,1,144,94,2641,46.1,1906,Gaiman,0.0,37,1892,280,2896,3.2,13.3,3.3,2014-02-19
589,2,114,91,1597,48.6,2043,Gaiman,0.0,50,2800,458,1035,5.1,15.3,2.5,2014-02-20
668,4,102,174,2523,46.6,2608,Gaiman,0.0,16,1597,441,2654,13.6,16.9,6.5,2014-02-21
858,5,127,130,2078,52.6,1148,Gaiman,0.0,4,1424,476,1796,13.5,17.1,6.9,2014-02-22
768,4,162,130,2438,45.6,2903,Gaiman,0.0,18,1033,278,2963,12.1,17.0,4.6,2014-02-23
375,4,94,133,2566,60.9,1615,Gaiman,0.0,23,2625,240,2552,6.8,11.8,1.6,2014-02-24
178,3,105,127,1000,66.1,1651,Gaiman,0.0,44,2844,395,1823,4.6,12.4,1.3,2014-02-25
705,3,157,92,1508,61.8,1805,Gaiman,0.0,18,2370,439,2838,6.6,15.6,1.7,2014-02-26
427,5,160,168,2234,47.6,2389,Gaiman,0.0,42,2438,318,1229,13.8,17.1,4.5,2014-02-27
170,2,152,98,2686,48.2,2565,Gaiman,0.0,13,2090,243,2862,10.6,15.9,3.5,2014-02-28
983,5,149,112,2715,56.6,1202,Gaiman,0.2,35,1102,493,1265,7.2,15.2,2.8,2014-03-01
931,1,178,108,2444,65.2,2578,Gaiman,0.0,34,1494,212,2251,5.4,15.0,1.2,2014-03-02
308,4,162,131,2089,55.7,2528,Gaiman,0.0,15,1336,435,2075,5.9,16.7,1.7,2014-03-03
772,2,124,131,1402,48.2,1421,Gaiman,0.0,40,1878,241,2628,11.4,14.9,4.7,2014-03-04
937,5,95,163,1291,46.0,2939,Gaiman,0.0,34,2563,344,1109,11.2,15.8,6.1,2014-03-05
179,4,112,177,2872,44.4,1417,Gaiman,0.0,34,1365,413,2764,11.8,16.2,5.0,2014-03-06
457,3,120,165,2771,45.1,2469,Gaiman,0.0,11,1116,399,1687,6.3,12.3,3.7,2014-03-07
780,1,161,104,2997,41.6,2060,Gaiman,0.0,6,1815,384,2647,8.3,12.7,6.3,2014-03-08
865,5,113,111,2905,45.5,2955,Gaiman,0.0,24,1880,432,1355,6.3,10.8,4.1,2014-03-09
135,5,151,123,1425,54.1,1906,Gaiman,0.0,45,1114,423,2286,5.7,14.7,4.2,2014-03-10
912,2,95,104,2098,38.5,2316,Gaiman,0.0,29,1953,328,1557,9.1,15.5,6.7,2014-03-11
993,4,140,173,1955,43.1,2572,Gaiman,0.0,12,2970,243,1465,6.1,12.0,3.8,2014-03-12
54,2,98,173,2546,47.8,2252,Gaiman,0.0,9,1591,398,2961,6.8,12.4,5.8,2014-03-13
774,5,114,106,2216,40.9,1885,Gaiman,0.0,18,1080,270,2456,10.6,14.3,5.1,2014-03-14
302,4,175,106,2209,76.8,2044,Gaiman,3.0,16,1878,493,2354,1.7,7.7,0.6,2014-03-15
885,4,129,92,2289,81.6,2967,Gaiman,0.6,13,2212,286,1489,5.8,9.9,0.2,2014-03-16
194,4,171,131,2495,65.4,2194,Gaiman,0.0,7,1814,349,1726,5.3,12.4,1.7,2014-03-17
40,5,141,90,2730,74.4,1408,Gaiman,0.0,1,1421,389,1893,5.7,10.7,0.8,2014-03-18
847,2,149,105,1714,57.6,1995,Gaiman,0.0,38,1381,366,2609,7.4,14.9,6.1,2014-03-19
517,5,127,139,2340,36.3,2524,Gaiman,0.2,27,1650,280,1450,7.4,11.7,6.1,2014-03-20
369,3,137,115,2392,43.9,1444,Gaiman,0.0,32,1121,476,1255,7.8,11.7,6.8,2014-03-21
445,2,177,156,1360,48.5,2416,Gaiman,0.0,11,1103,221,1431,12.2,16.4,8.4,2014-03-22
609,4,95,163,1364,39.0,1038,Gaiman,0.0,14,2671,447,1708,10.1,13.5,5.6,2014-03-23
8,5,100,120,2463,48.5,1397,Gaiman,0.0,41,1430,274,2924,4.8,11.8,4.8,2014-03-24
938,1,94,111,2900,63.5,2320,Gaiman,0.0,10,1382,335,2604,1.2,11.3,0.8,2014-03-25
607,4,95,121,2820,61.0,1511,Gaiman,0.0,12,1534,278,1750,3.5,14.0,2.2,2014-03-26
342,1,151,97,1775,52.1,2627,Gaiman,0.0,34,2224,377,2515,13.2,17.1,5.3,2014-03-27
755,2,129,144,1667,48.6,2615,Gaiman,0.0,14,2283,276,1040,6.1,12.4,3.0,2014-03-28
707,5,172,179,1576,53.3,2764,Gaiman,0.0,8,2821,438,1163,6.8,9.8,5.0,2014-03-29
174,4,94,99,1158,48.8,1664,Gaiman,0.0,10,1121,274,1340,2.8,6.8,2.3,2014-03-30
573,2,94,159,2683,57.0,2874,Gaiman,0.0,19,2016,343,2479,-2.4,5.9,1.7,2014-03-31
132,4,165,167,1195,66.2,1455,Gaiman,0.0,39,1335,204,1044,-1.6,5.9,0.7,2014-04-01
420,5,169,111,2295,65.6,2289,Gaiman,0.0,15,1321,419,2980,0.2,7.8,0.4,2014-04-02
282,2,117,151,1025,69.8,1309,Gaiman,0.0,44,2026,356,2536,2.7,10.0,0.8,2014-04-03
314,2,146,105,2626,69.5,2418,Gaiman,0.0,18,1801,288,1810,5.5,11.9,0.5,2014-04-04
135,5,135,156,1897,74.2,2881,Gaiman,0.0,48,1511,437,2317,4.4,10.7,0.5,2014-04-05
911,1,109,156,1401,76.7,1406,Gaiman,0.0,25,2375,254,2175,3.6,10.2,0.5,2014-04-06
334,5,165,122,1945,76.3,1220,Gaiman,0.2,45,1796,302,1584,3.0,10.4,0.8,2014-04-07
530,1,99,129,1244,61.8,1490,Gaiman,0.0,10,1910,345,2228,8.8,14.6,1.8,2014-04-08
521,5,154,147,2995,63.1,1185,Gaiman,0.0,19,1627,487,1592,3.4,10.5,2.5,2014-04-09
33,4,122,147,1022,54.3,1357,Gaiman,0.0,31,1625,291,1373,7.4,12.1,4.8,2014-04-10
411,1,144,163,2824,76.9,2572,Gaiman,5.6,44,2364,479,1851,-0.1,5.6,1.5,2014-04-11
733,2,114,180,2342,71.4,1086,Gaiman,0.0,35,2404,375,1794,-1.6,5.0,0.9,2014-04-12
519,3,125,151,2036,60.0,1351,Gaiman,0.0,37,2149,268,2401,2.4,11.8,3.6,2014-04-13
779,3,157,142,1373,66.1,2013,Gaiman,0.0,30,2200,380,1483,9.6,13.0,1.7,2014-04-14
976,2,168,141,1932,52.4,1888,Gaiman,0.2,2,1960,347,2803,6.9,13.1,5.8,2014-04-15
670,5,163,131,1795,57.6,2710,Gaiman,0.0,14,1969,266,2199,4.4,7.3,4.0,2014-04-16
57,4,149,158,2229,61.5,2275,Gaiman,1.0,7,2161,286,1512,2.8,8.3,4.8,2014-04-17
964,3,97,160,1000,54.9,1111,Gaiman,0.2,10,2270,373,1555,1.2,6.7,3.1,2014-04-18
199,5,175,127,2012,55.1,2449,Gaiman,0.0,32,1148,491,1890,-0.4,7.0,3.3,2014-04-19
882,3,174,177,1467,73.8,1763,Gaiman,0.0,23,1520,491,2773,-1.7,4.2,0.6,2014-04-20
369,5,90,98,1377,80.1,1707,Gaiman,0.0,15,1444,202,2314,1.3,6.5,0.6,2014-04-21
182,2,135,132,2117,68.0,1544,Gaiman,0.2,43,1357,300,2259,1.8,10.1,1.4,2014-04-22
17,1,124,155,2134,76.2,2713,Gaiman,0.0,39,2328,370,1969,2.6,7.7,0.6,2014-04-23
71,1,179,150,2816,79.7,1810,Gaiman,0.0,20,2103,463,2126,1.1,7.3,0.8,2014-04-24
43,1,140,170,2011,79.2,2754,Gaiman,0.2,27,1975,417,2788,2.2,7.8,0.6,2014-04-25
618,2,134,129,2676,63.4,1024,Gaiman,0.0,30,1154,228,2815,6.6,10.6,1.6,2014-04-26
741,4,175,153,2137,52.0,1203,Gaiman,0.0,35,2028,285,1476,4.7,8.5,3.9,2014-04-27
926,1,100,120,1467,59.0,1511,Gaiman,0.0,43,1044,310,1269,2.4,8.7,2.0,2014-04-28
54,1,165,167,1585,59.6,1497,Gaiman,0.0,39,2924,289,1245,6.3,12.5,3.8,2014-04-29
804,1,161,158,2037,59.5,2143,Gaiman,0.0,21,2205,322,1302,5.9,10.4,3.6,2014-04-30
533,5,97,116,2003,48.6,2553,Gaiman,0.0,10,1075,263,2847,-0.9,6.1,2.7,2014-05-01
998,1,152,90,2137,60.5,2239,Gaiman,0.0,11,2163,435,1866,-1.2,4.9,0.7,2014-05-02
652,4,103,105,1833,76.6,1092,Gaiman,6.0,5,1235,221,1500,0.3,6.6,2.4,2014-05-03
888,5,115,136,2806,71.2,1304,Gaiman,9.6,33,1966,273,2440,2.4,5.5,3.7,2014-05-04
825,2,96,151,1827,49.8,1803,Gaiman,0.6,38,2182,432,2765,4.4,10.6,8.7,2014-05-05
73,1,96,152,2409,60.8,2082,Gaiman,0.0,44,2010,350,2224,2.8,8.4,1.7,2014-05-06
337,5,161,179,1782,73.4,2654,Gaiman,0.0,7,2756,261,1924,0.5,5.8,0.6,2014-05-07
180,3,99,98,2065,82.1,1565,Gaiman,0.0,45,1834,387,2738,3.3,7.8,0.2,2014-05-08
263,1,147,95,2145,61.3,2470,Gaiman,0.6,16,1390,409,2187,4.6,9.9,3.6,2014-05-09
747,3,146,154,2282,58.3,2298,Gaiman,0.0,4,2996,247,1583,-0.5,7.2,2.8,2014-05-10
32,4,117,123,1375,63.8,1667,Gaiman,0.0,14,2696,400,2033,-1.2,5.8,2.6,2014-05-11
758,5,94,109,1863,52.7,2888,Gaiman,0.0,20,1523,227,2323,4.3,8.4,5.9,2014-05-12
347,3,142,133,1327,40.0,1851,Gaiman,0.0,15,1861,482,2231,-0.4,6.9,4.2,2014-05-13
79,1,165,153,1960,55.4,2758,Gaiman,0.0,30,1640,376,2071,-3.1,3.6,2.0,2014-05-14
279,5,106,152,2422,62.1,2615,Gaiman,0.4,39,2648,349,2658,-2.2,1.7,0.1,2014-05-15
190,4,128,93,2881,62.7,1956,Gaiman,0.6,8,2877,215,2325,0.9,7.4,3.7,2014-05-16
70,2,138,166,1776,67.4,2394,Gaiman,0.0,43,1450,412,2957,-0.6,5.2,0.9,2014-05-17
960,3,168,101,1473,72.4,2173,Gaiman,0.0,42,1239,418,1106,1.2,5.1,3.4,2014-05-18
306,3,169,101,2293,84.5,1672,Gaiman,4.4,49,1150,351,2459,1.9,3.2,2.4,2014-05-19
465,2,176,163,1839,85.3,2206,Gaiman,3.0,5,1914,375,2099,3.3,4.4,1.0,2014-05-20
796,1,95,92,1584,76.4,1821,Gaiman,0.0,20,2078,282,2534,0.3,3.7,0.8,2014-05-21
225,5,155,174,2331,71.2,1263,Gaiman,0.0,40,1860,239,1603,-0.4,3.4,0.5,2014-05-22
940,1,138,127,2617,71.8,1937,Gaiman,0.0,26,1779,228,2458,2.4,5.8,0.6,2014-05-23
936,4,114,113,2834,64.6,2332,Gaiman,0.0,39,2882,443,2398,2.2,7.6,2.7,2014-05-24
472,2,159,171,1972,60.5,1118,Gaiman,6.2,11,1211,386,1387,3.9,9.8,4.5,2014-05-25
693,1,103,104,1643,58.5,1274,Gaiman,0.0,4,1371,244,1387,5.5,12.4,4.5,2014-05-26
538,1,158,180,2628,60.4,1005,Gaiman,0.0,18,2292,275,1329,5.3,13.4,3.9,2014-05-27
372,3,156,115,1974,68.1,2009,Gaiman,0.0,47,2271,427,2865,5.7,9.3,2.1,2014-05-28
611,2,131,94,2431,60.8,1404,Gaiman,0.0,23,1733,242,1327,-0.2,6.8,3.1,2014-05-29
521,5,95,138,1511,73.8,1814,Gaiman,4.6,49,1187,441,1465,5.2,7.9,3.6,2014-05-30
19,1,178,130,2572,78.3,1302,Gaiman,15.8,18,1626,428,1543,3.9,6.2,1.0,2014-05-31
232,5,143,138,1988,73.9,1415,Gaiman,15.8,28,2156,441,1804,2.6,5.7,1.6,2014-06-01
477,3,162,162,2135,68.2,1816,Gaiman,1.0,50,1255,478,2580,1.3,3.5,0.6,2014-06-02
93,1,171,117,1594,82.5,2944,Gaiman,9.4,24,1784,443,1791,0.6,2.1,0.5,2014-06-03
205,2,113,155,1480,75.9,2463,Gaiman,0.0,20,1629,302,2062,-0.3,1.9,1.0,2014-06-04
546,2,129,152,2005,57.0,1302,Gaiman,0.0,27,2279,432,2527,-2.7,1.5,2.0,2014-06-05
382,2,92,108,2811,65.5,2559,Gaiman,0.0,14,1181,279,2346,-1.9,3.1,0.8,2014-06-06
814,2,125,90,2706,62.3,1880,Gaiman,0.0,50,1424,331,2093,-1.7,0.9,0.4,2014-06-07
705,5,153,163,1634,76.5,1566,Gaiman,0.4,18,2462,266,1052,-1.7,1.6,0.5,2014-06-08
897,2,103,148,1360,77.7,1367,Gaiman,0.2,28,2210,397,1440,-1.2,4.2,1.2,2014-06-09
